Exp,Video,Window,Type,Algo,Time,interIntervalTimeDP,interIntervalTimeDP_GT100,AvgTimeBWDPK,AvgTimeBWDPK_GT100,DThroughput,DTTime,DTotal_Packets,DTotal_Packets_GT100,STD_Less,STD_GT,EMA,DEMA,CUSUM,10P,20P,30P,40P,50P,60P,70P,80P,90P,10T,20T,30T,40T,50T,60T,70T,80T,90T
1,Tears,1,4g,bba,68,0.649306058883667,0.626678,0.08116325736045837,0.1253356,20883.83407866748,13560.0,9,6,96.40308893160818,0.5,0.19768843456780927,2.770497879981995,2.5138258934020996,52.0,52.0,133.59999999999997,256.0,256.0,256.0,256.6,257.0,257.0,17471.9919191609,17588.74432161134,17645.9944920517,17659.488995675805,17665.58300007943,17677.732473653432,17712.421119373856,17721.996223677645,17922.827153076894
1,Tears,1,4g,bba,69,0.1844649314880371,0.184465,0.030744155248006184,0.03074416666666666666666666667,77846.77490816878,14360.0,7,7,0.4948716593053935,0.4948716593053935,0.00922350141034682,0.3478329849243166,0.19975566864013672,256.0,256.0,256.0,256.0,256.0,256.6,257.0,257.0,257.0,857167.4799686077,1647590.566297287,1810690.3419721727,1973790.1176470588,2001988.780515529,2030187.4433839992,2041577.3574496475,2052967.2715152958,2080708.7375305933
1,Tears,1,4g,bba,70,0.707909107208252,0.707909,0.037258374063592205,0.07865655555555555555555555556,35010.14430756443,24784.0,20,10,100.55789377269197,0.4898979485566356,0.06769147727909555,8.715652971267701,7.076416730880737,52.0,52.0,52.0,59.2,159.5,255.0,255.0,255.2,256.0,21084.154312623574,23527.707953802026,26397.82704264972,29263.518928903537,32128.41842040209,2805471.4559694687,2954868.491172234,3261194.026686288,3868186.8096682164
1,Tears,1,4g,bba,71,0.707909107208252,0,0.0,0,587.6460632644772,416.0,1,0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,21084.154312623574,23527.707953802026,26397.82704264972,29263.518928903537,32128.41842040209,2805471.4559694687,2954868.491172234,3261194.026686288,3868186.8096682164
1,Tears,1,4g,bba,72,0.08381199836730957,0.004605,0.009312444263034396,0.00115125,146613.85290143458,12288.0,10,5,101.60039370002461,0.4,0.004768197993293544,0.463116173744202,0.10411810874938965,52.0,52.0,52.0,52.0,153.5,255.0,255.0,255.0,255.1,1687362.786186582,2109501.10944288,2176326.7691040635,2252403.4018197744,2298596.8446437935,2329267.576551263,2488805.090203151,2616879.5581264347,3061331.9340650258
1,Tears,1,4g,bba,73,0.5859389305114746,0.585939,0.03662118315696716,0.06510433333333333333333333333,40004.16900023844,23440.0,17,10,100.6951959695669,0.48989794855663565,0.028188263180204884,3.2988402128219616,2.1199593544006348,52.0,52.0,52.0,133.60000000000008,256.0,256.0,257.0,257.0,257.0,45370.97632567043,54209.76799916002,85208.18308228752,331613.1344630451,1860895.0730769406,2326863.6847911743,2460386.856659755,2545186.5608907444,2621514.4630888645
1,Tears,1,4g,bba,74,0.17993998527526855,0.179940,0.029989997545878094,0.029990,79759.92650018616,14352.0,7,7,0.4517539514526256,0.4517539514526256,0.009402971448434497,0.3442857313156129,0.19617033004760742,256.0,256.0,256.0,256.0,256.0,256.0,256.2,256.8,257.0,831006.8909322529,1593679.8871985157,1727544.1628960778,1861408.43859364,1887522.8113481477,1913637.1841026554,1914376.6990667856,1915116.2140309156,1989258.1540968893
1,Tears,1,4g,bba,75,0.7716939449310303,0.003624,0.07716939449310303,0.000906,16669.82109228512,12864.0,11,5,101.03448392578032,0.4,0.007900530052426968,1.230926826000214,0.7888147830963135,52.0,52.0,52.0,52.0,64.0,256.0,257.0,257.0,257.0,2306931.00192705,2691887.6035262314,2826198.8872136096,2955926.158901462,3081906.782522683,3201850.648323941,3313627.222055483,4078212.996643523,113925096.29449677
1,Tears,1,4g,bba,76,0.6988060474395752,0.003382,0.04991471767425537,0.001127333333333333333333333333,18271.16414745113,12768.0,15,4,90.21219429766688,0.0,0.05945626695941911,6.997958722114564,6.149448871612549,52.0,52.0,52.0,52.0,52.0,52.0,52.0,256.0,256.0,5938.08898758223,7281.970913196796,8216.398317206605,8636.906279346595,10584.02909432819,11720.348089125535,14819.928718941133,2861788.1355108847,11534678.858637609
1,Tears,1,4g,bba,77,0.6409311294555664,0.640931,0.06409311294555664,0.1281862,22417.385175541058,14368.0,11,6,101.57763793732173,0.0,0.013985288008846315,1.229810557365418,0.7876219749450684,52.0,52.0,52.0,52.0,256.0,256.0,256.0,256.0,256.0,95511.96665031437,1049580.4097669267,1326906.4947833244,1368423.6964223394,1415238.3338273396,1467235.907176112,1514685.5171981996,1588322.864505681,1878755.2906169142
1,Tears,1,4g,bba,78,0.699725866317749,0.631816,0.038873659239874944,0.07020177777777777777777777778,34825.066748260484,24368.0,19,10,101.52627486288772,0.48989794855663565,1.1496430499816084,5.367553896903994,3.8639698028564453,52.0,52.0,52.0,54.400000000000006,256.0,256.0,256.6,257.0,257.0,33275.19280425118,37277.55767921037,43196.092496822195,47720.529997523954,63975.31945531891,72862.89760312776,102870.54021376533,119105.08872476715,140360.11942328332
1,Tears,1,4g,bba,79,0.40056705474853516,0.400567,0.040056705474853516,0.0801134,36148.75419320279,14480.0,11,6,100.60125034137465,0.4714045207910317,3.7754186984581297,4.427502586841583,3.9777991771698,52.0,52.0,52.0,64.0,256.0,256.0,256.0,256.0,257.0,9872.830034116692,11402.412144640737,12374.595287749975,15762.846202745211,18325.710929998193,20882.27195380171,24251.46643119452,25964.57676415699,30127.77075576316
1,Tears,1,4g,bba,80,0.004058837890625,0.004059,0.00045098198784722225,0.00101475,3066887.69924812,12448.0,10,5,101.25729603342171,0.4,0.0002022521789822903,0.3780134582519534,0.018195152282714844,52.0,52.0,52.0,59.2,160.0,256.4,257.0,257.0,257.0,2573272.29414201,2618917.9463755684,2735317.624445638,2868682.8792362814,2873394.911687955,3022117.3350592083,3139519.8778434107,4127421.348238525,147588817.8268453
1,Tears,1,4g,bba,81,0.5356481075286865,0,0.26782405376434326,0,2329.887817130323,1248.0,3,0,0.0,0.0,1.0655771851539613,1.0811112785339354,1.071113109588623,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,854.5312153480194,932.1675852819671,1009.8039552159148,1087.4403251498625,1165.0766950838101,1242.7130650177578,1320.3494349517055,1397.9858048856534,1475.622174819601
1,Tears,1,4g,bba,82,0.0011479854583740234,0,0.0005739927291870117,0,3944300.833229491,4528.0,3,2,96.6379267621615,0.0,0.0010627770423889162,0.011672773361206064,0.0016789436340332031,93.0,134.0,175.0,216.0,257.0,257.0,257.0,257.0,257.0,2325228.116078879,2497118.8514724,2669009.5868659206,2840900.3222594415,3012791.0576529624,3184681.793046483,3356572.5284400037,3528463.2638335247,3700353.999227045
1,Tears,1,4g,bba,83,0.19182610511779785,0.186867,0.02740372930254255,0.0934335,133078.8631939516,25528.0,8,3,570.5399717592098,585.7236739472139,0.006238495614571425,0.7796988248825075,0.5754475593566895,52.0,52.0,52.8,58.400000000000006,60.0,79.00000000000001,145.49999999999994,818.0000000000006,1332.0,87098.86192858126,92638.27967738938,96121.35048158104,143578.9402229535,213023.7894329163,251691.12069624342,379200.45722139755,684393.8042702073,2812681.8356928183
1,Tears,1,4g,bba,84,0.22659897804260254,0.226599,0.11329948902130127,0.1132995,158870.97245968907,36000.0,3,3,0.0,0.0,0.45084888219833374,0.463155574798584,0.4531559944152832,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,58261.51746955076,63556.23571068875,68850.95395182676,74145.67219296475,79440.39043410274,84735.10867524074,90029.82691637873,95324.54515751672,100619.26339865473
1,Tears,1,4g,bba,90,0.7259500026702881,0.362885,0.034569047746204194,0.01909921052631578947368421053,347704.3860755274,252416.0,22,20,530.6431463425591,315.58428351234477,0.40117680154408053,12.719673299789427,10.723538160324097,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,35330.67972027605,92095.18340571524,137111.49458293634,177982.48689834008,208073.09126281214,237093.73224226263,259980.28225629398,278454.90504847583,296496.60630101425
1,Tears,1,4g,bba,91,0.8804199695587158,0.557503,0.01467366615931193,0.01072121153846153846153846154,1095795.226548027,964760.0,61,53,1035.6328225714533,768.5578409328608,0.9652313166308951,47.09247380733491,29.679463863372803,52.0,1500.0,1500.0,1500.0,1500.0,2948.0,2948.0,2948.0,2948.0,462285.8353712341,507023.3889578802,640338.2607164352,698865.2216926527,844551.795910933,1062731.3843859513,1248974.36468913,1452729.1232889274,1565613.2978505467
1,Tears,1,4g,bba,92,0.8804199695587158,0,0.005572080612182617,0,945.0035537210896,832.0,2,0,0.0,0.0,0.0,0.0,0.005572080612182617,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,74657.92922853108,74657.92922853108,74657.92922853108,74657.92922853108,74657.92922853108,74657.92922853108,74657.92922853108,74657.92922853108,74657.92922853108
1,Tears,1,4g,bba,93,0.8804199695587158,0,0.17274785041809082,0,945.0035537210896,832.0,2,0,0.0,0.0,0.0,0.0,0.17274785041809082,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,2408.1341619775944,2408.1341619775944,2408.1341619775944,2408.1341619775944,2408.1341619775944,2408.1341619775944,2408.1341619775944,2408.1341619775944,2408.1341619775944
1,Tears,1,4g,bba,94,0.44391512870788574,0.396724,0.0023995412362588417,0.002404387878787878787878787879,3103674.353271766,1377768.0,186,166,1457.4245877506762,1509.0016144595652,1.5147910181353132,210.72632510662083,40.90728163719177,60.0,256.0,256.0,256.0,257.0,257.0,257.0,1603.0,2948.0,528072.4595688899,715486.5832446968,748111.2789446756,809611.1491735779,858728.9822551355,920290.9776091977,981979.9208623072,1031216.1189478369,1904711.455600731
1,Tears,1,4g,bba,95,0.44391512870788574,0,0.003990888595581055,0,1874.2321362683044,832.0,2,0,0.0,0.0,0.0,0.0,0.003990888595581055,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,104237.43736184957,104237.43736184957,104237.43736184957,104237.43736184957,104237.43736184957,104237.43736184957,104237.43736184957,104237.43736184957,104237.43736184957
1,Tears,1,4g,bba,96,0.44391512870788574,0,0.0042269229888916016,0,1874.2321362683044,832.0,2,0,0.0,0.0,0.0,0.0,0.0042269229888916016,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,98416.74454283941,98416.74454283941,98416.74454283941,98416.74454283941,98416.74454283941,98416.74454283941,98416.74454283941,98416.74454283941,98416.74454283941
1,Tears,1,4g,bba,97,0.6794319152832031,0.108055,0.05226399348332332,0.0540275,29483.454558725276,20032.0,14,3,370.7374614280602,611.4171153058188,0.06089235748623771,6.893607804775237,6.175339221954346,52.0,52.0,52.0,52.0,52.0,52.0,60.4,100.40000000000003,226.40000000000012,3414.2688641228438,4552.043566216909,19337.901272914707,29637.449719005916,29871.278471706526,30119.038259756944,30753.411293881643,31401.571037602942,32043.66633198358
1,Tears,1,4g,bba,98,0.8891270160675049,0.889127,0.042339381717500235,0.0889127,30600.80225695706,27208.0,22,11,101.53130242393635,0.8999540851465151,1.3447309547575965,11.75949101686478,9.742938995361328,52.0,52.0,52.0,52.0,159.5,255.0,255.7,256.8,257.0,19438.9633446911,24012.275907035906,27419.243375877566,27775.73150953556,28399.118821779655,28565.777360132874,30363.93924574273,31179.129274482682,33860.74009152624
1,Tears,1,4g,bba,99,0.9490928649902344,0.949093,0.049952256052117595,0.08628118181818181818181818182,29484.996708186125,27984.0,20,12,99.15487885121941,0.3726779962499649,2.452993244920914,13.293603124618528,11.67446255683899,52.0,52.0,52.0,178.6000000000001,255.5,256.0,256.0,256.0,256.0,12403.352266603342,14333.177093871445,17534.146653707656,21984.511714399887,22670.735200873136,24783.239999895326,26848.948766339923,27844.630386641253,28953.99049308195
1,Tears,1,4g,bba,100,0.8565599918365479,0.856560,0.0778690901669589,0.07786909090909090909090909091,28710.18986921437,24592.0,12,12,0.372677996249965,0.372677996249965,0.9159026980279323,6.152974462509155,5.6503331661224365,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.9,18424.30838680618,21479.7088878075,24521.089790000788,24635.228335030184,26035.27243134622,26319.23066084779,26341.170096564583,26533.40874631006,27509.939894228803
1,Tears,1,4g,bba,101,0.004134178161621094,0.004134,0.00045935312906901043,0.0010335,3007127.296885813,12432.0,10,5,101.05760733363915,0.48989794855663565,0.0002222724187416233,0.37985879659652744,0.02005910873413086,52.0,52.0,52.0,59.2,160.0,256.0,256.0,256.2,257.0,2418501.390022603,2486882.73933748,2549932.4591760715,2608351.810126384,2612902.533611691,2629630.362186773,2650907.337513165,3197229.8174304096,135868756.72299135
1,Tears,1,4g,bba,102,0.11252784729003906,0.005644,0.012503094143337674,0.001411,109484.01037340882,12320.0,10,5,102.0,0.0,0.004278353909519458,0.4953392887115482,0.13667535781860352,52.0,52.0,52.0,52.0,154.0,256.0,256.0,256.0,256.0,1411952.3232457417,1743193.8364454014,1783883.551955858,1849941.4838632524,1888835.795668464,1930405.9419384573,2159703.8685953645,2811824.706080336,4058269.91120128
1,Tears,1,4g,bba,103,0.5019209384918213,0.410597,0.05019209384918213,0.0821194,28594.14481317532,14352.0,11,6,101.4122590271597,0.4714045207910317,3.878377022814674,4.62290607213974,4.174098253250122,52.0,52.0,52.0,52.0,255.0,255.0,256.0,256.0,256.0,9582.10383519576,10893.093704655907,14604.867894659465,16698.345047988692,19584.57827379582,22473.609373022526,24476.527361226694,27813.138166301298,28101.18309045064
1,Tears,1,4g,bba,104,0.5334758758544922,0.478155,0.05334758758544922,0.095631,26812.833808255422,14304.0,11,6,100.91433237820505,0.4714045207910317,4.530725152130338,5.271191976070405,4.8220374584198,52.0,52.0,52.0,52.0,254.0,254.0,255.0,255.0,255.0,8161.508226081021,9275.96387357372,12437.013656007188,14234.206571001416,16711.545793245867,19188.043802548127,20974.71022941199,24113.1615034461,24919.08526199532
1,Tears,1,4g,bba,105,0.605355978012085,0.605356,0.05503236163746227,0.1008926666666666666666666667,27038.636099292373,16368.0,12,7,100.15113578986511,0.3499271061118826,5.073427865634173,6.038243441581727,5.4898364543914795,52.0,52.0,52.0,133.20000000000007,255.0,255.0,255.0,255.0,255.0,8404.989489318397,9248.686471651066,13433.743136601524,14273.512200781159,18436.311840293376,19257.02460613638,23398.21629626453,23655.502745715225,24220.352411097283
1,Tears,1,4g,bba,106,0.6077260971069336,0.481810,0.04674816131591797,0.1204525,23010.36612804768,13984.0,14,5,97.7481144449908,0.0,1.5910015541757738,7.496988968849182,6.768302917480469,52.0,52.0,52.0,52.0,52.0,52.0,256.0,256.0,256.0,5311.265638366255,6352.0429866958575,7258.8997828661795,7692.249105526411,8600.07227719969,11030.125766102523,12914.199949935708,15336.270236576956,18296.03151613006
1,Tears,1,4g,bba,107,0.9229309558868408,0.804947,0.09229309558868408,0.1609894,15533.122936833983,14336.0,11,6,101.24628347428548,0.4714045207910317,1.1976026425861988,8.786371953487397,8.408660173416138,52.0,52.0,52.0,52.0,255.0,255.0,255.0,255.0,256.0,3440.501940331619,4615.648269963227,5202.545749606699,6665.279076892066,7774.217516304188,8881.412489876036,10340.881276741422,11096.631036907851,12912.468064330607
1,Tears,1,4g,bba,108,0.8934891223907471,0,0.22337228059768677,0,4261.943323731543,3808.0,5,1,80.53421633070009,0.0,2.0874600611417296,2.944381420612335,2.8921916484832764,52.0,52.0,52.0,52.0,52.0,56.8,61.599999999999994,102.40000000000003,179.20000000000002,1556.9197889768943,2325.650612858368,3094.3814367398404,3418.2818212129528,3519.7669859818843,3621.2521507508154,3711.575015765067,3779.5732812699584,3847.57154677485
1,Tears,1,4g,bba,109,0.9058017730712891,0.877975,0.03938268578570822,0.09755277777777777777777777778,29118.953819848768,26376.0,24,10,100.03116701808491,0.45825756949558394,0.13686727693600956,15.294164147377018,12.89290738105774,52.0,52.0,52.0,52.0,52.0,216.79999999999978,255.1,256.0,256.0,16969.571591318996,18121.641764375872,18733.090661567894,21592.433429881752,24004.977950321034,26875.244444701322,734016.6966031826,2226853.7065264354,2515785.8208986293
1,Tears,1,4g,bba,110,0.6868791580200195,0.686879,0.07631990644666883,0.17171975,17924.550273865145,12312.0,10,5,101.90039254095147,0.4,1.0444877172644285,3.878827922344208,3.543647527694702,52.0,52.0,52.0,52.0,153.5,255.4,256.0,256.0,256.0,14954.87445268242,15982.255697571632,16848.75794516796,17139.242335006446,17199.765604512595,17257.855484213054,17284.89067824164,17320.4510271656,17411.772597188516
1,Tears,1,4g,bba,111,0.7993659973144531,0.003914,0.06661383310953777,0.0009785,17073.53083049788,13648.0,13,5,98.37225519279293,0.4898979485566356,0.917702094437733,3.685081493854523,3.0460689067840576,52.0,52.0,52.0,52.0,52.0,102.19999999999986,255.0,255.6,256.0,16088.539787896247,16685.241538546798,21722.382678279926,34257.19327841703,49948.7169015134,65477.80671839722,84724.99148977178,95739.71492433858,118289.22567807254
1,Tears,1,4g,bba,112,0.529792070388794,0.395496,0.006706228739098657,0.008071346938775510204081632653,3129031.355232349,1657736.0,80,50,4825.644611587529,5574.708626681757,0.2603500819807495,65.80284798622131,35.346237659454346,52.0,52.0,52.0,215.00000000000014,256.0,256.0,769.1999999999985,4170.0,10815.500000000005,38402.4957784063,53655.239057055776,68670.84292208545,83828.74517419355,103230.26537125939,114768.7775341988,203374.6886960643,1002040.730395399,2047103.112551571
1,Tears,1,4g,bba,113,0.8369350433349609,0.253562,0.010461688041687012,0.006037190476190476190476190476,135341.44722706504,113272.0,81,43,179.22786515557328,188.38908048582672,1.7452191597892477,94.3026561832428,63.31676387786865,52.0,52.0,52.0,52.0,256.0,256.0,257.0,257.0,257.0,22242.41281032172,34304.14068638458,46212.83156567993,58011.69244418041,69788.06009825511,81401.03815954075,92666.12442885633,103974.51170045177,115187.13194971452
1,Tears,1,4g,bba,114,0.16510915756225586,0.165109,0.03302183151245117,0.0330218,74423.49159444231,12288.0,6,6,0.0,0.0,0.0062591874954724324,0.27998756408691416,0.18175935745239258,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,417697.19364617753,773374.810963653,1005361.8462029153,1113658.2993639642,1221954.752525013,1515587.4790454642,1809220.2055659154,2011988.7861384768,2123893.220763148
1,Tears,1,4g,bba,115,0.8278350830078125,0.827835,0.045990837944878474,0.07525772727272727272727272727,33224.00869997973,27504.0,19,12,97.20974268056759,0.3726779962499649,0.034076943003274615,4.976137804985048,3.4809465408325195,52.0,52.0,56.8,255.0,255.0,255.0,255.0,255.0,255.2,35816.31361826242,44349.51056955311,70858.53739436608,164400.84123295464,730995.0804599023,1179298.8108020895,1326458.6551047447,1374359.8280096748,2457490.074789531
1,Tears,1,4g,bba,116,0.36458611488342285,0.364586,0.036458611488342285,0.0729172,39738.21110722378,14488.0,11,6,100.68427044007215,0.5,3.445551171582659,4.074202950000763,3.6244146823883057,52.0,52.0,52.0,64.0,256.0,256.0,256.0,257.0,257.0,6958.383156027959,11631.633963518689,13549.811023475444,17273.110340593266,20090.355328703845,22897.975770086003,26600.18398268328,28493.916117650566,33100.7772823851
1,Tears,1,4g,bba,117,0.6711921691894531,0.671192,0.06711921691894532,0.1342384,21442.443253442758,14392.0,11,6,101.8272723214648,0.5,0.019205533437088917,1.2819260549545293,0.8402137756347656,52.0,52.0,52.0,52.0,256.0,256.0,256.0,257.0,257.0,80197.1007839045,1034662.7740401538,1317841.2590128225,1372387.7677774525,1427337.3794523794,1490816.41527109,1542860.0504176787,1602143.6556813533,1798946.1355259065
1,Tears,1,4g,bba,118,0.09696507453918457,0.005135,0.010773897171020508,0.00128375,128211.11167171953,12432.0,10,5,101.05760733363915,0.48989794855663565,0.7944051563260249,1.2101812076568608,0.8504207134246826,52.0,52.0,52.0,59.2,160.0,256.0,256.0,256.2,257.0,23268.555913651435,30252.601835582172,40565.752220594746,54265.125608566974,57426.86368521329,74420.26176519929,80967.90562159481,90831.21667142666,104063.03131291943
1,Tears,1,4g,bba,119,0.09696507453918457,0,0.0,0,4290.204508963588,416.0,1,0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,23268.555913651435,30252.601835582172,40565.752220594746,54265.125608566974,57426.86368521329,74420.26176519929,80967.90562159481,90831.21667142666,104063.03131291943
1,Tears,1,4g,bba,120,0.045018911361694336,0.045019,0.0006083636670499234,0.001046953488372093023255813953,2291659.14677767,103168.0,75,44,100.68060300883295,0.49792959773196926,0.0357815139846906,28.499710750579858,1.5044159889221191,52.0,52.0,52.0,52.0,256.0,256.0,256.0,257.0,257.0,2157245.761664932,2244225.9721699553,2282754.202556919,2320519.286988139,2341424.102409477,2365298.389805916,2377533.446493829,2400413.221835478,2418443.5968635916
1,Tears,1,4g,bba,121,0.017660140991210938,0.012068,0.0005045754568917411,0.0003892903225806451612903225806,130548901.11847931,2305512.0,36,32,6544.1978388620455,6268.109190125515,0.0757638151526121,6.434316101074223,0.48834657669067383,78.0,1260.0,3477.5,4170.0,5636.0,9562.0,12381.0,16458.0,16458.0,1889920.512629057,3455595.3238519426,14731857.079971602,33466167.971857477,42160711.76253194,67588149.87741603,88335029.72518241,104567481.26133707,123907218.85690908
1,Tears,1,4g,bba,123,0.017660140991210938,0,0.00012087821960449219,0,47111.74165676639,832.0,2,0,0.0,0.0,0.0,0.0,0.00012087821960449219,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,3441480.205128205,3441480.205128205,3441480.205128205,3441480.205128205,3441480.205128205,3441480.205128205,3441480.205128205,3441480.205128205,3441480.205128205
1,Tears,1,4g,bba,124,0.0002338886260986328,0,7.796287536621094e-05,0,7114497.30479103,1664.0,4,0,0.0,0.0,0.0003019467830657959,0.030542128086090116,0.0005445480346679688,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,3997397.9682441433,4029272.1546701053,4061146.341096067,4093020.527522029,4124894.7139479904,4367090.366877046,4609286.019806103,4851481.672735159,5093677.325664216
1,Tears,1,4g,bba,125,0.8129899501800537,0.808239,0.004278894474631862,0.004618508571428571428571428571,1925750.7422487345,1565616.0,191,176,1334.3464253033287,1358.3142235247135,0.3641324075605357,235.54202705621736,56.557432413101196,255.0,256.0,257.0,257.0,257.0,257.0,257.0,2948.0,2948.0,756291.9256846725,764302.2494454744,773955.9696168494,787414.3044511053,813568.9380805359,889344.5570547973,1114707.4979138002,1395330.4151226722,1724108.4288494077
1,Tears,1,4g,bba,126,0.9673948287963867,0.100118,0.048369741439819335,0.005562111111111111111111111111,462694.2244015351,447608.0,21,19,848.2770960871404,36.843984914456954,0.07345189881342971,4.714751002788546,2.842669725418091,2783.0,2948.0,2948.0,2948.0,2948.0,2948.0,2948.0,2948.0,2948.0,3567199.038104791,4193322.8297386155,4368988.722475099,4396246.990271061,4430572.217221266,4468556.350091833,4481966.240013018,4539235.700960915,4595390.339731019
1,Tears,1,4g,bba,127,0.9004530906677246,0.308155,0.005204931159929044,0.002014084967320261437908496732,1257189.3102843855,1132040.0,174,154,1287.8597731315174,1337.5827902365727,0.2968277110295421,169.66473448038113,21.092523336410522,54.400000000000006,256.0,257.0,257.0,257.0,257.0,257.0,257.0,2948.0,1817209.4505059542,1900198.3895536328,1998503.2926371507,2059051.4322951606,2143310.4356371323,2158908.909331665,2167394.8307349137,2174471.5254761386,2482590.0485292827
1,Tears,1,4g,bba,128,0.6431829929351807,0.258629,0.0029235590587962756,0.001461180790960451977401129944,2267099.746132361,1458160.0,221,178,1112.6223097384304,1165.3533576455409,0.4938346226531664,346.8354415631299,107.00530791282654,52.0,255.0,256.0,257.0,257.0,257.0,257.0,1500.0,2948.0,86236.91054885443,151604.43485610175,213322.84353919592,299585.0943749233,386622.89736832073,453182.77613993647,499148.36862352834,815254.4578685235,1529151.590655611
1,Tears,1,4g,bba,130,0.39596104621887207,0.386214,0.021997835901048448,0.04827675,80613.99045388887,31920.0,19,9,318.4915102561812,395.9236115374271,0.06018551803009118,6.07655701160431,4.5922956466674805,52.0,52.0,52.0,53.6,60.0,236.59999999999988,257.0,257.0,257.0,53193.96896522759,59359.325359368115,65505.20624660068,70752.62144673782,74146.2767738752,82631.7409285004,117175.64510280182,136223.3154017798,279736.6417432708
1,Tears,1,4g,bba,131,0.6778080463409424,0.677795,0.06778080463409424,0.07531055555555555555555555556,30946.814681879594,20976.0,11,10,58.933356394047074,0.0,0.03198841828714356,3.6872864222526553,3.2699849605560303,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,28200.123034612636,29165.388008399626,29404.754552083443,29420.82763794542,29924.358699839857,30466.777445230906,31844.21356349676,35548.6226760407,3206781.5513758776
1,Tears,1,4g,bba,132,0.42644381523132324,0.426444,0.0026990114888058433,0.002769116883116883116883116883,4401817.854907233,1877128.0,159,155,2008.8753751226131,2021.4388100685107,0.23425980931177492,144.41392432212842,20.588039875030518,256.0,257.0,257.0,257.0,257.0,257.0,2747.199999999997,2948.0,4396.0,1803995.8157161644,2022739.1522279198,2099620.7321753833,2208670.9153568856,2227034.573954706,2254979.3280511713,2274654.6111527095,2650698.5585388374,3463965.3741911375
1,Tears,1,4g,bba,133,0.5109519958496094,0.505135,0.0022508898495577504,0.002405404761904761904761904762,5036637.533279082,2573480.0,228,211,1528.2544518660347,1537.2674793949259,0.3815495596776098,291.73522162199026,35.576895236968994,256.0,257.0,257.0,257.0,257.0,1307.9999999999973,2948.0,2948.0,2948.0,2185975.708481549,2250929.932410841,2340072.1574637527,2466449.5380691458,2488619.2362411693,2502947.3922867114,3706854.028780126,4823981.621978513,5157320.269865181
1,Tears,1,4g,bba,134,0.00557398796081543,0,0.002786993980407715,0,2461433.375251294,13720.0,3,1,729.2701069486455,0.0,0.003069427013397217,0.017055532932281504,0.007096052169799805,53.6,55.2,56.8,58.4,60.0,368.5999999999999,677.1999999999998,985.8000000000002,1294.4,176208.1227645014,191669.57612483666,207131.02948517192,222592.4828455072,238053.93620584247,253515.38956617774,268976.842926513,284438.29628684826,299899.7496471835
1,Tears,1,4g,bba,135,0.7772011756896973,0.777201,0.04090532503629986,0.097150125,29696.300934592055,23080.0,20,9,101.98621230342854,0.0,0.059954852828313004,6.628678262233736,4.9682300090789795,52.0,52.0,52.0,52.0,52.0,257.0,257.0,257.0,257.0,28448.127730403325,30232.347211458014,37261.8999257472,62886.84103891061,249837.81976954328,1770954.585812397,2423678.270155123,2523148.063696254,2751387.655694542
1,Tears,1,4g,bba,136,0.6441891193389893,0.644189,0.03220945596694946,0.0460135,51748.778424271586,33336.0,21,15,92.60956004778825,0.0,0.072037902770403,7.411818671226503,5.567281246185303,52.0,52.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,50413.32202634385,52446.457051389225,53048.90230200797,67690.47775084156,73345.49295201348,100691.21729825277,682975.0721702629,1950930.4763637695,2169262.2951992373
1,Tears,1,4g,bba,137,0.9455649852752686,0.945565,0.09455649852752686,0.1050627777777777777777777778,22183.562554289765,20976.0,11,10,58.933356394047074,0.0,2.031356729493787,4.431767454147339,4.0007243156433105,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,9588.379453411082,13599.162905232635,18373.59861517117,20657.31753135338,23846.4166621738,26992.532136540354,29516.415247106146,35328.88177714502,40841.13339411458
1,Tears,1,4g,bba,138,0.7532711029052734,0.630014,0.005124293217042677,0.004468184397163120567375886525,2125248.1262397734,1600888.0,148,142,1319.3395703495237,1319.0605356604217,0.30892802443939066,152.61304716110243,45.76052165031433,257.0,257.0,257.0,257.0,257.0,2546.4000000000015,2948.0,2948.0,2948.0,226293.46349760485,407211.6402634498,557533.3889172572,637714.3038552814,736936.2213076012,833380.6162697535,1329960.8920158413,1750903.1604954046,1949919.7856117133
